FileName	LinesWithCode	LinesWithComments	EmptyLines	TotalLines	Characters
4626920.java	11	7	8	26	471
8983671.java	26	0	7	33	859
2968622.java	20	10	9	39	646
2286813.java	55	24	15	92	2688
7578868.java	17	6	7	30	653
6812437.java	1631	1	394	2026	80081
1902601.java	4	9	6	19	344
8890389.java	14	2	7	23	468
3779092.java	248	4	53	305	13557
9515069.java	5	10	8	23	435
8981253.java	6	5	7	18	318
8368546.java	159	8	53	220	6296
9958205.java	47	19	19	85	2408
7311752.java	250	0	64	314	14673
1696075.java	82	13	24	119	3563
7607310.java	43	62	18	120	4537
9859739.java	81	23	24	128	3594
1931664.java	5	13	7	25	854
701556.java	12	54	6	72	2911
6015768.java	10	26	14	50	1261
6891867.java	6	2	5	13	221
6738847.java	26	7	12	45	1370
6927814.java	3	5	7	15	205
2769301.java	80	0	12	92	2821
5360335.java	4	24	10	38	1280
10712980.java	37	0	10	47	1725
8174029.java	26	1	12	38	773
5917479.java	1351	54	183	1586	49085
2912543.java	7	0	2	9	141
5328826.java	34	0	3	37	1361
2329591.java	13	31	13	57	1746
3837117.java	437	6	16	459	29585
407071.java	19	51	11	81	2850
9670050.java	89	1	13	103	3147
1004510.java	26	10	12	48	839
9939697.java	175	3	36	213	6345
418595.java	82	3	11	96	3137
3924564.java	44	4	15	63	1287
9931281.java	25	8	11	44	1061
426064.java	7	26	7	40	1254
7856557.java	19	6	10	33	559
8182833.java	3	6	3	12	182
7713346.java	52	3	8	63	1640
5932352.java	28	1	7	35	958
8323981.java	37	4	11	52	1059
7600379.java	4	4	6	14	170
164536.java	18	0	4	22	686
4328411.java	78	14	24	116	2909
4007056.java	471	21	68	560	16260
7297149.java	35	33	14	82	3095
7941344.java	16	2	8	26	456
2962170.java	137	12	19	168	5178
3906306.java	140	26	22	188	4727
7519681.java	7	20	9	36	964
6761670.java	8	13	6	27	823
8119370.java	40	8	14	62	1536
443917.java	10	37	15	62	1772
9471779.java	19	6	22	43	990
9241050.java	12	37	16	65	2210
1436066.java	73	9	17	99	2468
939134.java	16	2	7	25	565
6357810.java	4	32	9	45	1911
7950887.java	7	7	7	21	371
5205231.java	10	35	16	61	1616
464491.java	101	4	20	125	4498
8176502.java	6	2	5	13	171
4030105.java	6	2	4	12	295
6219564.java	166	35	32	233	7369
7377065.java	263	1	23	287	7936
10666625.java	19	5	8	32	696
9145225.java	50	5	20	75	1273
6132853.java	173	3	51	227	5760
5282725.java	5	11	5	21	451
861338.java	5	8	6	19	374
1060138.java	63	8	22	89	2415
3348244.java	34	18	18	70	1777
4606653.java	121	0	48	169	3219
4352911.java	6	5	4	15	382
7223020.java	10	15	20	45	744
11759264.java	1	5	3	9	73
7509476.java	22	12	13	47	1222
11282876.java	68	12	10	90	2917
2705057.java	11	22	15	48	1437
6654400.java	14	21	13	48	710
347232.java	154	10	53	217	5694
5806792.java	201	7	46	253	5791
872622.java	12	1	4	16	356
9045994.java	15	25	15	55	1539
11339546.java	6	7	6	19	526
949704.java	27	31	17	70	1664
8618005.java	43	2	11	56	1473
6471348.java	296	10	77	383	14871
4977112.java	8	3	3	14	172
1514404.java	10	0	7	17	204
9113113.java	1364	5	278	1647	53617
425169.java	9	30	12	51	1551
7997421.java	201	2	36	239	6956
10806489.java	172	0	37	209	7626
11304205.java	103	67	33	203	4960
10689075.java	38	0	8	46	1657
4964877.java	4	11	6	21	366
6714111.java	34	13	13	60	2118
7860049.java	89	4	16	109	4090
3236965.java	73	5	10	86	2697
2238530.java	15	5	4	24	634
7617670.java	18	5	4	27	714
10393606.java	48	1	31	80	2089
1282112.java	27	3	7	37	877
4480687.java	5	5	6	16	319
4948455.java	12	52	23	87	2208
8502017.java	35	5	8	48	1430
2773175.java	38	0	13	51	1512
10801317.java	9	9	4	22	754
2442342.java	7	14	9	30	1055
3510760.java	25	22	13	60	1147
10696722.java	144	2	24	170	5315
4594319.java	62	0	17	79	1446
4728490.java	147	0	27	174	3859
8969620.java	35	44	10	86	2780
10506024.java	3	8	3	14	342
6949106.java	55	47	24	126	2380
112314.java	21	15	13	49	1515
4418476.java	39	1	9	48	1772
8462932.java	16	27	16	59	1512
674235.java	740	62	88	890	31111
4762572.java	99	0	23	122	3139
7328987.java	206	25	46	277	6671
6902207.java	6	6	4	16	364
5679681.java	10	2	4	15	413
5037276.java	4	3	3	10	201
5203904.java	28	1	13	42	1468
2763941.java	56	12	10	78	2336
1299070.java	14	21	11	46	1209
6840118.java	59	0	10	69	1831
233655.java	158	30	8	179	6718
3393311.java	4	1	3	7	165
1423230.java	16	30	12	58	1901
392809.java	1269	0	72	1341	39725
1755559.java	157	16	22	195	7678
8652404.java	3	5	6	14	173
7226661.java	6	5	8	19	279
4930672.java	10	13	14	37	671
11056967.java	111	1	32	144	4110
3348574.java	18	5	4	27	730
4605281.java	85	5	10	100	3304
5881541.java	25	7	12	44	1210
8521348.java	270	10	36	316	9044
3479768.java	97	1	22	120	4177
2678861.java	19	24	19	58	1397
570663.java	19	3	7	29	664
3216989.java	782	23	37	841	25190
11433924.java	4	18	6	28	888
6063291.java	5	17	9	31	915
3897601.java	218	0	43	261	7673
3905669.java	161	23	29	213	7068
9570590.java	199	54	29	282	13943
6525927.java	28	125	48	200	5922
663630.java	131	341	100	532	21575
7607975.java	6	30	12	48	1443
2476725.java	18	8	3	29	540
8236360.java	16	2	9	26	524
6913008.java	119	88	38	245	8133
1505099.java	8	27	7	42	1615
3982405.java	42	0	11	53	1426
5918556.java	28	10	5	43	972
4741358.java	4	11	5	19	322
1114751.java	8	0	2	10	285
3540222.java	9	24	8	41	1325
11328196.java	90	12	31	133	3968
2986366.java	14	18	9	41	1311
3203758.java	25	8	10	43	1156
5551675.java	22	3	5	30	639
8280307.java	16	19	10	45	1258
5787957.java	171	44	38	253	7180
4767436.java	44	0	10	54	1636
5031012.java	15	3	4	22	554
1698865.java	6	22	8	36	1146
8516498.java	65	31	34	130	4113
6577945.java	4	18	5	27	968
3958402.java	17	0	6	23	653
9252524.java	28	1	4	32	1005
11913513.java	1254	290	173	1717	60922
1638303.java	22	18	13	53	1727
3187416.java	72	1	11	84	2728
6182292.java	20	8	8	36	1228
4401880.java	33	11	11	55	1146
6082595.java	14	0	4	18	404
3380191.java	54	4	17	75	1259
5070358.java	5	10	4	19	387
1881997.java	47	14	16	77	1905
8608922.java	27	0	6	33	1113
3852012.java	18	5	2	25	712
8573548.java	88	0	25	113	3256
7905537.java	4	1	3	7	159
6577461.java	50	89	42	181	4875
6727391.java	174	0	42	216	4476
4979075.java	24	4	8	36	662
9586603.java	14	5	7	26	454
449063.java	12	5	5	22	535
2009662.java	55	7	6	68	2767
9248319.java	68	0	13	81	2818
4657222.java	25	45	36	98	2799
3321476.java	7	22	10	39	1372
8321220.java	33	4	8	45	1465
9310044.java	33	4	11	48	1024
621075.java	22	20	20	62	937
6562633.java	112	0	23	135	4377
7731369.java	7	40	13	60	1995
11228584.java	20	1	4	24	722
2336325.java	24	2	9	35	628
11665664.java	111	14	28	153	4781
500128.java	26	52	19	97	3990
9890094.java	12	16	9	37	1291
4121559.java	121	4	21	146	4072
9329207.java	10	8	8	26	481
5038773.java	4	3	3	10	201
1410530.java	93	3	33	129	3041
7052423.java	3	5	6	14	181
9322298.java	29	5	10	44	1062
2920769.java	249	12	23	284	10164
2335670.java	37	0	11	48	1211
9816446.java	65	0	19	84	2946
4662697.java	270	0	39	309	8141
1912865.java	73	67	21	160	5268
254132.java	220	63	41	324	10206
1609425.java	36	0	9	45	1401
10225791.java	78	0	11	89	2136
8249626.java	144	9	31	183	6467
5040562.java	4	3	3	10	201
10219004.java	7	8	5	20	452
945509.java	43	2	11	56	1156
8030389.java	75	18	15	108	3588
7797860.java	4	5	3	12	198
8182840.java	31	7	17	55	1155
6942164.java	19	5	4	28	771
62387.java	24	0	4	28	963
2389977.java	11	1	5	16	389
10259607.java	4	18	7	29	889
9432532.java	43	15	15	73	2110
9740788.java	4	1	3	7	170
5373377.java	173	3	16	190	6573
5906814.java	15	52	28	95	2449
10303114.java	200	7	19	226	6997
9614617.java	46	7	13	66	1353
4537942.java	82	15	27	124	4006
7412382.java	10	15	6	31	1075
10909413.java	15	20	13	48	1552
11801319.java	20	13	9	42	1104
8010195.java	36	2	10	48	1747
4028791.java	8	3	3	14	188
3800529.java	6	4	3	13	192
7139128.java	7	25	7	39	1046
9826725.java	33	0	6	39	865
3625194.java	5	4	3	12	247
778804.java	52	5	4	61	2640
3654730.java	226	0	47	273	8619
9930030.java	18	72	31	121	4270
5614656.java	29	6	9	44	961
6777209.java	487	55	63	604	19951
1664465.java	68	1	3	71	2546
6631335.java	307	44	82	427	13164
8661486.java	24	6	6	33	902
5052845.java	31	13	10	54	1780
2612055.java	151	40	35	226	6906
6041285.java	183	16	31	230	8427
11350803.java	3	5	6	14	190
7592114.java	16	2	8	26	637
1159640.java	65	1	23	88	2476
227267.java	94	3	21	118	3291
7427354.java	158	0	28	186	4411
6944931.java	12	1	4	16	349
7870873.java	44	2	21	67	1591
4247376.java	21	5	4	30	894
6762787.java	292	5	67	364	10048
2300308.java	96	15	23	134	3928
2956832.java	654	32	117	803	34443
10946683.java	13	10	6	29	773
9374422.java	42	11	5	56	2057
8642021.java	30	36	15	81	1875
8040146.java	55	2	13	70	1932
8500117.java	7	6	7	20	358
7708033.java	340	7	44	391	14235
133331.java	25	1	11	36	1265
8832111.java	4	1	3	7	166
8324107.java	135	23	30	188	6299
4969226.java	3	13	6	22	688
9620469.java	89	3	23	115	3349
11605361.java	53	3	10	65	2056
2876839.java	46	1	14	60	2102
4590926.java	104	3	42	147	4272
10480439.java	142	26	45	210	5787
1225156.java	30	4	12	46	1449
11954814.java	155	18	11	183	6649
7485487.java	2	5	6	13	156
1092425.java	5	5	4	14	334
4112074.java	19	92	34	144	3808
11918830.java	3	18	6	27	959
6722973.java	80	7	27	114	2439
1697839.java	58	2	27	87	1434
10903659.java	10	5	12	26	624
2840037.java	409	18	24	451	17141
6157255.java	231	1	14	246	9280
10621476.java	15	6	9	30	766
5892633.java	57	10	28	95	1698
3583568.java	27	0	11	38	864
7423255.java	8	61	13	81	2598
10139746.java	3	28	5	36	1375
880251.java	29	16	7	52	2257
8669156.java	31	23	16	70	2489
4665259.java	10	6	5	21	490
1491421.java	9	73	10	92	3116
1264428.java	38	0	8	46	803
11508741.java	18	5	4	27	725
1783571.java	110	0	29	139	4211
2235648.java	46	2	15	63	1548
6668922.java	17	4	8	29	668
6295198.java	141	9	25	175	5276
7557207.java	364	4	67	434	12693
2151197.java	377	9	49	435	14794
4148635.java	274	0	27	301	9115
6868655.java	169	41	25	235	5990
4035921.java	182	19	25	226	7911
5041324.java	4	3	3	10	201
9776230.java	231	5	56	292	9762
2506387.java	4	1	3	7	175
1845310.java	36	9	8	53	2130
9659256.java	7	10	5	21	740
7219569.java	14	23	17	53	1704
4695581.java	4	1	3	7	167
739524.java	5	8	9	22	348
8242274.java	54	19	17	90	2496
2448123.java	176	13	43	232	7012
3517277.java	20	14	10	44	1361
911225.java	55	71	34	160	3848
11361595.java	10	1	4	14	360
2661095.java	274	25	47	346	10244
6606488.java	32	146	47	225	7599
11191653.java	39	28	10	77	2937
4885250.java	5	20	10	35	973
10730738.java	47	0	16	63	1982
10856699.java	3	2	5	8	181
11800653.java	37	8	8	53	1546
11728969.java	87	2	25	114	3456
680703.java	22	30	8	58	1601
184423.java	72	0	16	88	1796
3000331.java	53	4	11	68	1329
3636273.java	39	7	15	61	1680
2861727.java	18	29	15	62	1905
11217122.java	40	2	11	53	1441
5562950.java	5	4	3	12	243
5637995.java	11	20	13	44	1330
9726300.java	5	4	6	15	227
7082035.java	219	27	27	273	10509
4150391.java	56	3	10	69	2356
10315652.java	8	16	13	37	928
9272677.java	95	0	10	105	3180
383908.java	69	15	16	100	2708
3020108.java	227	5	43	275	9125
8350218.java	28	3	6	37	1591
11409165.java	4	1	4	8	194
9271497.java	17	21	6	44	1325
8812772.java	4	1	3	7	167
4538051.java	11	31	26	68	1659
6874576.java	10	28	15	53	1987
11001488.java	9	35	13	57	2019
3628026.java	15	11	8	34	786
9935473.java	186	66	71	321	12273
5779349.java	119	27	18	164	4424
5592116.java	408	1	69	478	21568
6603965.java	76	1	8	84	2758
4437063.java	52	22	14	88	3141
938338.java	16	0	3	19	698
8165710.java	155	21	49	225	5326
7871401.java	6	42	12	60	1992
1538203.java	12	13	10	35	630
4123911.java	8	3	3	14	182
11765383.java	44	5	4	53	2196
821588.java	48	2	11	61	1898
2422255.java	152	0	19	171	7347
7496613.java	5	13	5	23	715
1395084.java	33	12	11	56	1554
4218892.java	51	60	39	150	3449
1518212.java	6	6	7	18	364
9196272.java	94	547	180	821	16667
9608147.java	799	3	97	899	33825
6101239.java	719	27	67	813	24317
2610831.java	38	0	13	51	1824
10649232.java	382	42	54	478	14167
1163341.java	8	29	9	41	587
3439068.java	120	19	14	152	7955
9911777.java	4	8	4	16	293
479169.java	24	21	16	61	1143
6527339.java	64	1	11	76	1428
6924446.java	26	15	14	55	1687
2248255.java	73	6	10	89	2670
6926805.java	15	16	5	36	1070
11329312.java	53	5	4	62	2429
6340310.java	40	0	4	44	1174
65155.java	52	17	9	78	3001
5655506.java	6	55	8	69	2449
8089523.java	13	24	7	43	1962
761853.java	24	28	12	64	1866
2345554.java	17	3	7	27	753
167071.java	89	7	20	116	3702
1354844.java	136	2	31	169	5030
1451234.java	13	7	8	27	749
7626066.java	81	0	20	101	2719
4648192.java	9	16	4	29	888
11398710.java	58	23	16	97	3953
6706703.java	80	9	19	107	3971
772241.java	159	19	19	197	6849
4497074.java	4	1	3	7	166
5674591.java	15	6	11	32	564
234829.java	21	4	6	31	687
7435315.java	15	24	7	45	1068
7201582.java	5	26	9	40	1403
1553994.java	264	6	85	355	7986
513896.java	1020	56	139	1214	42375
4719323.java	4	12	5	21	619
1123513.java	21	5	4	30	885
6578368.java	3	2	3	8	101
4302079.java	20	6	4	30	496
7749472.java	419	4	110	533	12513
5479002.java	11	18	14	43	1231
4603078.java	575	7	68	650	30449
6296652.java	9	80	20	109	3235
3009441.java	139	1	31	170	5561
5932325.java	82	0	19	101	2736
2976741.java	6	35	7	48	1670
10390305.java	8	14	9	30	944
3906374.java	57	27	30	113	2792
9791547.java	24	4	6	32	860
6925820.java	36	148	65	249	5176
8691394.java	5	2	9	14	251
2414153.java	24	0	6	30	713
2657112.java	4	12	6	22	313
10517212.java	37	0	7	44	939
8365466.java	19	42	23	73	2319
6231256.java	19	0	14	33	694
3081409.java	4	1	3	7	167
5686929.java	43	6	12	61	1717
7931884.java	31	23	16	70	2485
9270699.java	67	2	13	82	1447
8671297.java	181	15	31	227	6519
8083422.java	10	7	5	22	373
6106378.java	34	0	10	44	1064
1042251.java	101	0	27	128	3253
409280.java	42	49	15	106	3156
2911055.java	19	14	11	44	1504
9254177.java	3	29	8	40	1477
6422060.java	44	0	17	61	1150
8793813.java	16	4	10	29	548
8751539.java	40	9	6	55	2955
2308688.java	163	0	11	174	3394
4747613.java	10	0	4	14	219
2659238.java	3	48	5	56	2037
2601045.java	132	19	20	171	6151
1449612.java	126	9	26	161	5402
3339735.java	54	36	21	111	3785
1483753.java	11	1	5	16	389
2489739.java	21	4	15	40	656
1772664.java	114	0	19	133	2606
7966830.java	4	1	3	7	159
6387375.java	91	7	14	112	2492
9286670.java	14	46	22	82	2421
4305880.java	45	0	8	53	1824
480032.java	115	17	22	154	2962
950000.java	65	264	107	430	17309
10512903.java	59	559	64	682	24415
8781262.java	5	27	9	41	969
8939173.java	10	5	7	22	471
3803690.java	113	9	21	140	4526
5741427.java	1	2	2	5	56
7185740.java	105	0	25	130	4459
10170434.java	4	1	3	7	163
7783428.java	88	4	10	102	2893
4979499.java	97	1	18	115	2947
4966168.java	252	60	43	355	10990
10093413.java	24	0	7	31	582
4076268.java	291	40	41	371	11622
3616088.java	4	8	2	13	512
3219126.java	152	20	89	261	5744
4581338.java	86	7	30	121	4639
11154878.java	9	42	8	59	2387
3340875.java	40	44	19	103	3106
3146879.java	19	20	8	47	1425
4309048.java	194	4	34	232	7239
2948886.java	19	23	10	52	1616
8588227.java	7	11	9	27	457
1595000.java	18	6	5	29	801
2530095.java	10	2	4	16	266
6090433.java	38	2	9	49	1489
6080488.java	17	15	8	40	1192
8723347.java	25	8	9	42	805
44117.java	22	34	24	80	1585
5037756.java	4	3	3	10	201
7426057.java	6	3	6	15	350
8579283.java	300	0	56	356	12078
4729282.java	43	23	13	79	2433
5195519.java	141	15	31	187	6966
9289705.java	17	6	4	27	486
3568545.java	296	10	77	383	14871
6059804.java	49	0	12	61	1448
5015818.java	88	17	6	111	6297
9226400.java	542	21	12	575	15938
10840563.java	25	4	9	38	947
1543884.java	8	32	11	51	1723
8236116.java	13	0	4	17	304
454526.java	131	115	46	292	9097
11176749.java	20	36	20	71	2072
10968296.java	338	0	21	359	10015
1782999.java	10	29	8	46	2102
1548684.java	31	0	6	37	1057
10811410.java	98	24	29	149	3918
8775095.java	87	15	41	143	3725
9157829.java	48	5	6	59	1095
3424479.java	18	3	8	29	779
5790006.java	135	0	22	157	4136
4614096.java	25	33	26	81	1524
1882964.java	37	1	8	45	1538
3674343.java	20	13	8	38	979
3079224.java	20	10	9	39	653
11705829.java	14	1	4	18	411
6855235.java	187	5	33	225	5655
1752050.java	17	6	5	28	584
5977658.java	162	13	30	205	5644
1336621.java	34	2	14	50	884
9887070.java	2198	0	106	2304	176178
10345578.java	116	0	33	149	4088
8157869.java	92	0	26	118	3200
3509382.java	169	2	25	194	4307
10384606.java	10	5	7	22	440
5467769.java	103	0	15	118	4713
3029758.java	4	16	5	25	886
9257798.java	103	4	19	126	4703
9328247.java	74	0	6	80	2408
3806653.java	146	1	23	170	4930
5702604.java	239	10	61	310	11789
7284448.java	4	10	6	20	308
10950796.java	8	2	7	17	316
2800036.java	218	93	67	378	9526
5430474.java	28	2	13	43	1205
5310039.java	549	23	35	601	22174
4753022.java	8	13	7	28	569
9549346.java	47	3	11	61	1610
272579.java	23	0	13	36	729
4460655.java	114	0	13	127	3722
358750.java	25	5	11	41	899
10417422.java	61	14	24	99	1815
9034722.java	4	13	6	23	448
3188419.java	4	2	5	9	194
4719669.java	113	112	31	256	11502
2474143.java	50	8	11	69	2078
5050111.java	30	24	18	72	2518
2741981.java	55	7	6	68	2767
4099337.java	10	1	4	14	375
7103262.java	14	0	7	21	449
3209106.java	3	23	5	30	890
9892321.java	156	0	20	176	6821
222280.java	60	1	15	76	2279
11610263.java	7	2	5	14	206
2334290.java	7	37	15	59	2150
7296499.java	4	5	7	16	221
5813989.java	7	38	5	50	1897
10339975.java	16	15	9	40	1233
5645221.java	5	17	7	29	473
3186938.java	12	1	4	16	370
10573054.java	9	13	13	34	623
1255389.java	5	44	12	61	2333
6726068.java	236	3	37	276	8222
8066019.java	4	1	3	7	165
2924151.java	26	19	10	55	1033
1688688.java	120	0	28	148	4255
7479117.java	3	5	5	13	110
6408104.java	15	28	11	54	1574
2045015.java	4	1	4	8	163
8941410.java	45	4	8	57	1093
4227908.java	22	2	7	31	1135
3941722.java	113	51	34	197	3518
5656541.java	4	1	3	7	176
3733350.java	16	5	9	30	737
9288455.java	36	26	33	71	1124
1233074.java	187	11	30	226	5376
11413229.java	14	17	11	42	1310
6283935.java	5	13	7	25	787
7603700.java	4	1	3	7	166
4685931.java	5	6	4	15	332
2196900.java	56	4	8	68	2201
9016189.java	18	5	4	27	720
2392055.java	4	1	3	7	163
1177269.java	7	27	8	42	1529
10939783.java	4	1	3	7	166
9923345.java	43	4	9	56	1895
8597265.java	178	27	33	237	6825
11900840.java	6	59	12	77	2615
4867481.java	6	24	10	40	1471
11524735.java	23	0	5	28	633
9668024.java	4	16	5	25	849
8334447.java	171	1	43	215	5642
4293003.java	21	67	56	144	3559
2667413.java	316	0	48	364	10856
4947112.java	58	16	27	101	2500
3243501.java	20	43	13	76	2416
11738909.java	201	87	35	323	9240
461121.java	94	2	21	117	3336
8753244.java	4	1	3	7	169
4375921.java	12	7	6	25	680
1966557.java	20	15	15	50	1522
7482704.java	7	5	5	17	333
2237617.java	85	12	24	120	3971
538970.java	248	1	43	291	8182
6349576.java	91	0	33	124	3407
4698819.java	15	0	7	22	428
2151209.java	27	26	24	77	1488
1903420.java	88	0	39	127	3014
6416254.java	2187	18	440	2645	69107
7035979.java	12	7	6	25	666
9162895.java	248	8	43	299	9433
313615.java	26	13	11	50	1327
9472032.java	50	1	7	58	3753
7191641.java	8	2	4	14	188
3025275.java	25	6	9	40	950
9289233.java	91	0	16	107	2574
6124926.java	24	1	7	32	707
8208399.java	9	16	13	38	1226
1775039.java	11	5	4	20	484
2025572.java	106	35	36	159	4463
6190625.java	79	0	18	97	3522
1253946.java	354	22	60	435	11639
5849981.java	44	23	15	81	1924
3228391.java	245	21	37	302	9175
107860.java	5	19	9	33	943
7741629.java	4	1	3	7	160
5974174.java	1	2	2	5	53
11606892.java	61	21	19	93	2585
2076128.java	23	14	12	49	1019
2367664.java	570	4	30	604	27298
1614767.java	64	35	25	123	4009
9275267.java	14	0	4	18	404
10035510.java	84	0	15	99	3395
4659271.java	6	16	4	26	880
4414956.java	70	6	21	97	2701
9598829.java	72	16	12	100	5152
1609915.java	4	6	4	14	249
2760277.java	21	0	10	31	750
3406837.java	8	9	11	28	406
9185934.java	160	44	52	255	7470
715888.java	124	42	32	198	5929
5864820.java	31	0	10	41	1066
3678126.java	90	3	15	108	3224
7823106.java	9	29	6	44	3234
1532650.java	10	13	9	32	480
11799692.java	45	0	15	60	1340
8850427.java	4	1	3	7	172
7224775.java	26	0	12	38	842
6993530.java	156	0	31	187	4587
1623830.java	9	3	5	17	409
5703056.java	52	0	11	63	1126
702817.java	769	26	144	928	29485
8416530.java	95	18	25	134	3331
5040975.java	4	3	3	10	201
1939056.java	20	66	27	112	2705
189314.java	4	34	8	46	1563
10530828.java	17	34	15	66	1792
4072278.java	48	19	22	89	2682
1915450.java	14	0	4	18	383
1903393.java	18	5	4	27	725
5810049.java	13	0	4	17	330
1780281.java	14	5	4	23	582
2813865.java	26	8	11	45	893
2563965.java	7	37	9	52	1281
3293313.java	28	25	17	70	1876
2562050.java	127	3	32	162	4258
6777457.java	126	0	16	142	3652
5061042.java	185	0	23	208	8213
216043.java	12	4	8	24	388
7853083.java	78	3	26	107	2707
8125302.java	58	3	18	79	1928
10258853.java	69	4	14	87	2134
2588911.java	55	2	12	69	5794
10415896.java	113	21	44	175	4145
5791698.java	36	0	10	46	901
583236.java	73	65	19	157	6401
3979855.java	51	2	15	68	1808
10564464.java	19	7	9	35	1130
4765898.java	31	18	14	63	1948
11437070.java	6	9	5	20	407
6321035.java	15	30	14	59	1934
1197516.java	16	39	24	79	1832
8225123.java	195	5	4	204	10835
1521545.java	15	1	2	17	350
4550247.java	57	11	21	89	2827
4204102.java	13	6	7	26	803
6554676.java	40	5	4	49	1803
616082.java	11	0	5	16	278
9306727.java	11	0	1	12	256
7281391.java	193	5	55	250	4969
6058521.java	351	18	111	480	13387
6306191.java	20	29	9	58	2027
4820217.java	107	24	30	160	5653
